layout_id,shape_mode,n_movable,n_fixed,fitness,baseline_time,improvement_percent,move_r1,proc_r1,total_r1,move_r2,proc_r2,total_r2,total_system_est,balance_teorico,symmetry_index,idle_time_estimated,avg_dist_r1,avg_dist_r2,max_dist_r1,max_dist_r2,std_dist_r1,std_dist_r2,pct_closer_r1,pct_closer_r2,geom_balance,centroid_x,centroid_y,centroid_dist_r1,centroid_dist_r2,var_x,var_y,radial_dispersion,total_time_real,total_wait_real,total_r1_real,total_r2_real,steps_r1,steps_r2,balance_real,error_dinamico,generated_at
a592d658,0,6,3,0.38115524412008683,120.0,61.88447558799132,0.9200114861551146,31.0,31.920011486155115,0.8186178082553106,13.0,13.818617808255311,45.73862929441043,18.101393677899804,0.395757239714919,18.101393677899804,0.42442186430254947,0.4330045472498776,0.803745139954202,0.8136991151525236,0.24013193707609393,0.2342789809764104,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.5368651361332261,0.9208342611232292,0.2708694360972221,0.2791998642121356,0.014541258294737017,0.14988575639560475,0.3713210817322945,166.138,44.0,81.59400000000001,84.544,32,32,2.9499999999999886,120.39937070558958,2026-02-26T21:27:19.619270
8ae0bba1,0,6,3,0.3803308253481727,120.0,61.966917465182725,0.6724190804828166,31.0,31.67241908048282,0.967279961297902,13.0,13.967279961297901,45.639699041780716,17.705139119184917,0.3879328630755607,17.705139119184917,0.4126452571101441,0.4223052383453758,0.803745139954202,0.8136991151525236,0.20697474419977532,0.23025891202713888,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.6215574014910641,0.9084125200456299,0.2733281018788109,0.3048843702561362,0.015623090529358171,0.12278331114602753,0.3348534758780801,150.492,44.0,68.035,82.45700000000001,32,32,14.422000000000011,104.85230095821927,2026-02-26T21:27:55.743912
0c1c5275,0,6,3,0.3832615578290018,120.0,61.67384421709983,1.1414748845705853,31.0,32.141474884570584,0.8499120549096301,13.0,13.84991205490963,45.991386939480215,18.291562829660954,0.3977171389445313,18.291562829660954,0.4359711063313042,0.461127199344664,0.803745139954202,0.8803098559986315,0.20116712856107302,0.2791864120640824,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.525186968323005,0.8704142477387087,0.220535532371837,0.3296668750814222,0.0177568664548432,0.1641462316758759,0.3928889324465444,154.561,44.0,69.007,85.554,32,32,16.546999999999997,108.5696130605198,2026-02-26T21:29:30.137489
c41fb5ff,0,6,3,0.38010748222090734,120.0,61.98925177790926,1.0122634081424031,31.0,32.0122634081424,0.6006344583664768,13.0,13.600634458366477,45.61289786650888,18.411628949775924,0.4036496212904421,18.411628949775924,0.42534787722176953,0.4239894700774082,0.803745139954202,0.8136991151525236,0.22676867541096046,0.20695619816174013,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.633368108946947,0.9338608273732947,0.3012496385385127,0.2846127801223276,0.016994746752737464,0.12459875733238507,0.3390307001186008,142.175,44.0,81.791,60.384,32,32,21.406999999999996,96.56210213349112,2026-02-26T21:30:00.115643
9dac8452,0,6,3,0.381027330865602,120.0,61.89726691343979,0.8556924694290334,31.0,31.855692469429034,0.867587234443205,13.0,13.867587234443205,45.72327970387224,17.98810523498583,0.39341240067392724,17.98810523498583,0.3918101568639276,0.4191487602668149,0.803745139954202,0.8136991151525236,0.1901626216505156,0.22614397277101733,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.5760494044664467,0.8912274927644237,0.245127015840344,0.31182849750131264,0.022028186307607275,0.10756158149233318,0.3259397363004889,162.769,44.0,73.656,89.113,32,32,15.456999999999994,117.04572029612777,2026-02-26T21:35:53.554393
fb01f33e,0,6,3,0.38003299450403555,120.0,61.996700549596454,0.6710427552754076,31.0,31.67104275527541,0.9329165852088603,13.0,13.93291658520886,45.603959340484266,17.73812617006655,0.3889602224585746,17.73812617006655,0.3716605151379955,0.42207382367284746,0.803745139954202,0.8136991151525236,0.17330166215256138,0.22945915479735723,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.6357239926170652,0.8680610802430411,0.24125883894392333,0.34761852525609843,0.012141296768224966,0.09781788048068583,0.2925601814315609,142.323,44.0,66.913,75.41,32,32,8.497,96.71904065951574,2026-02-26T21:36:32.836235
03778b00,0,6,3,0.38159579559801193,120.0,61.840420440198805,0.940578571273492,31.0,31.94057857127349,0.8509169004879359,13.0,13.850916900487936,45.79149547176143,18.089661670785553,0.395044133947122,18.089661670785553,0.43065393590011714,0.3847301843338441,0.803745139954202,0.8136991151525236,0.2322326972848656,0.18619403394962006,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.6005466819928895,0.9765539137986183,0.3335682981751067,0.23357761958063686,0.020821357037589958,0.10730567160943928,0.32106452543954556,144.767,44.0,80.32,64.447,32,32,15.87299999999999,98.97550452823856,2026-02-26T21:38:07.208018
ee82b328,0,6,3,0.38342997978275667,120.0,61.657002021724324,1.1675532753550704,31.0,32.16755327535507,0.8440442985757237,13.0,13.844044298575724,46.01159757393079,18.323508976779344,0.3982367477533764,18.323508976779344,0.41688006520285353,0.42517903499468035,0.803745139954202,0.8136991151525236,0.21930734610168484,0.24026950558044347,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.5312072190362408,0.9098891397334737,0.2598923550896126,0.2901137406728681,0.018488434329918726,0.1358522302537556,0.3564490490234479,160.508,44.0,80.337,80.17099999999999,32,32,0.16600000000001103,114.49640242606921,2026-02-26T21:39:03.508386
9b919d13,1,7,2,0.38117504312125644,120.0,61.88249568787436,0.8961935083197288,31.0,31.89619350831973,0.7941042066485784,13.0,13.794104206648578,45.69029771496831,18.10208930167115,0.39619109979536943,18.10208930167115,0.3835913128499724,0.3463045866628688,0.803745139954202,0.7318661176782185,0.2133187493298721,0.16145860630397277,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.6206143989739735,0.9674103961966041,0.3294138839214731,0.24872086986010092,0.007588895946909454,0.07654478124248697,0.24524105362044823,150.427,44.0,78.348,72.07900000000001,32,32,6.268999999999991,104.73670228503168,2026-02-26T21:40:42.941868
99ea7747,3,7,2,0.3867809548182818,120.0,61.32190451817182,1.1643537413183775,31.0,32.16435374131838,0.9761192241466248,13.0,13.976119224146625,46.14047296546501,18.188234517171754,0.39419263280602246,18.188234517171754,0.3880860805341122,0.34305201958312687,0.803745139954202,0.7358542933599732,0.18721401490214257,0.17782285077085205,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5518676098374369,0.9580493080761584,0.30865754569913745,0.24272462098691364,0.01953129342582036,0.07085911933727357,0.2628494225536781,166.565,44.0,83.662,82.90299999999999,32,32,0.7590000000000146,120.42452703453499,2026-02-26T21:43:41.801839
